BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a35123955,"Хоминец, В.  В.; Надулич, К.  А.; Нагорный, Е.  Б.; Кудяшев, А.  Л.; Теремшонок, А.  В.","ОСОБЕННОСТИ ХИРУРГИЧЕСКОЙ ТАКТИКИ
ПРИ ЛЕЧЕНИИ БОЛЬНЫХС ПОЯСНИЧНЫМ
ДЕГЕНЕРАТИВНЫМ СПОНДИЛОЛИСТЕЗОМ",Гений ортопедии,24,2,,221--228,2018,,,https://elibrary.ru/item.asp?id=35123955,,,,,,,,,,,,,,,,,
7,,a37355290,"Хорева, Н.Е.; Семенова, Ж.Б.","ЛЕЧЕНИЕ ГРЫЖ МЕЖПОЗВОНОЧНЫХ
ДИСКОВ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА У ПОДРОСТКОВ И ЛИЦ
ЮНОШЕСКОГО ВОЗРАСТА",Нейрохирургия и неврология детского возраста,,1,,77--84,2018,,,https://elibrary.ru/item.asp?id=37355290,,,,,,,,,,,,,,,,,
7,,a36907453,"Хохлов, В.  В.","МЕХАНИЗМ ТРАВМЫ ГРУДНОЙ КЛЕТКИ
ПРИ ФРОНТАЛЬНОМ СТОЛКНОВЕНИИ
ЛЕГКОВОГО АВТОМОБИЛЯ С
РЕБЕНКОМ-ПЕШЕХОДОМ",Судебная медицина,4,1,,8--10,2018,,,https://elibrary.ru/item.asp?id=36907453,,,,,,,,,,,,,,,,,
7,,a37031902,"Хусаинов, Н.  О.; Виссарионов, С.  В.; Кокушин, Д.  Н.; Залетина, А.  В.","ЗАВИСИМОСТЬ ВЫРАЖЕННОСТИ
НЕВРОЛОГИЧЕСКИХ НАРУШЕНИЙ ОТ
ВЕЛИЧИНЫ СТЕНОЗА ПОЗВОНОЧНОГО
КАНАЛА У ДЕТЕЙ С НЕСТАБИЛЬНЫМИ
ПЕРЕЛОМАМИ ПОЗВОНКОВ
ГРУДОПОЯСНИЧНОГО ПЕРЕХОДА
(ПРЕДВАРИТЕЛЬНЫЕ РЕЗУЛЬТАТЫ)",Современные проблемы науки и образования,,1,,43,2019,,,https://elibrary.ru/item.asp?id=37031902,,,,,,,,,,,,,,,,,
7,,a35593832,"Цебоева, А.  А.; Бибаева, Л.  В.; Ефимов, К.  Ф.; Дзахова, Г.  А.","ПРИМЕНЕНИЕ КЛЕТОЧНЫХ
ТРАНСПЛАНТАТОВ В ЛЕЧЕНИИ ТРАВМЫ
СПИННОГО МОЗГА В ЭКСПЕРИМЕНТЕ",Морфология,153,3,,298--299,2018,,,https://elibrary.ru/item.asp?id=35593832,,,,,,,,,,,,,,,,,
7,,a37248018,"Цориев, Т.  Т.; Белая, Ж.  Е.; Чернова, Т.  О.; Сазонова, Н.  И.; Ханс, Д.; Солодовников, А.  Г.; Мельниченко, Г.  А.; Дедов, И.  И.","ИЗМЕНЕНИЕ СТАНДАРТНЫХ
ДЕНСИТОМЕТРИЧЕСКИХ ПОКАЗАТЕЛЕЙ И
ТРАБЕКУЛЯРНОГО КОСТНОГО ИНДЕКСА В
ЗАВИСИМОСТИ ОТ ИСХОДА
НЕЙРОХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
БОЛЕЗНИ ИЦЕНКО-КУШИНГА",Остеопороз и остеопатии,21,3,,4--14,2018,,,https://elibrary.ru/item.asp?id=37248018,,,,,,,,,,,,,,,,,
7,,a35145695,"Цыганков, П.  В.; Грошилин, В.  С.; Мрыхин, Г.  А.; Чернышова, Е.  В.; Султанмурадов, М.  И.","ЭФФЕКТИВНОСТЬ МОДИФИЦИРОВАННОЙ
МЕТОДИКИ ФИСТУЛОСКОПИИ ПРИ СЛОЖНЫХ
И РЕЦИДИВНЫХ РЕКТАЛЬНЫХ СВИЩАХ",Ульяновский медико-биологический журнал,,2,,53--62,2018,,,https://elibrary.ru/item.asp?id=35145695,,,,,,,,,,,,,,,,,
7,,a35647047,"Чередниченко, Ю.  В.; Мирошниченко, А.  Ю.; Дзяк, Л.  А.; Зорин, Н.  А.; Григорук, С.  П.; Гавва, Е.  А.; Толубаев, А.  Н.","ЭНДОВАСКУЛЯРНОЕ ЛЕЧЕНИЕ ПАЦИЕНТА
С ТРАВМАТИЧЕСКИМИ ДИССЕКЦИОННЫМИ
ПОРАЖЕНИЯМИ ОБЕИХ ПОЗВОНОЧНЫХ
АРТЕРИЙ, ПОЛУЧЕННЫМИ В ХОДЕ
ВЫПОЛНЕНИЯ ХИРОПРАКТИЧЕСКИХ
МАНИПУЛЯЦИЙ",Ендоваскулярна нейрорентгенохірургія,,2,,77--86,2018,,,https://elibrary.ru/item.asp?id=35647047,,,,,,,,,,,,,,,,,
7,,a36716934,"Чернова, А.  А.; Никулина, С.  Ю.; Мариловцева, О.  В.; Никулин, Д.  А.","ПОЛИМОРФИЗМ RSL800795 ГЕНА IL6 -
ПРЕДИКТОР РАЗВИТИЯ НАСЛЕДСТВЕННОГО
СИНДРОМА СЛАБОСТИ СИНУСОВОГО УЗЛА",Кремлевская медицина. Клинический вестник,,4,,46--53,2018,,,https://elibrary.ru/item.asp?id=36716934,,,,,,,,,,,,,,,,,
7,,a35597878,"Чечеткин, А.  О.; Скрылев, С.  И.; Кощеев, А.  Ю.; Щипакин, В.  Л.; Красников, А.  В.; Танашян, М.  М.; Максимова, М.  Ю.","КЛИНИКО-ИНСТРУМЕНТАЛЬНАЯ ОЦЕНКА
ЭФФЕКТИВНОСТИ СТЕНТИРОВАНИЯ
ПОЗВОНОЧНЫХ АРТЕРИЙ В БЛИЖАЙШЕМ И
ОТДАЛЕННОМ ПОСЛЕОПЕРАЦИОННЫХ
ПЕРИОДАХ",Анналы клинической и экспериментальной неврологии,12,3,,13--22,2018,,,https://elibrary.ru/item.asp?id=35597878,,,,,,,,,,,,,,,,,
7,,a36988095,"Чжан, Ч.; Морозова, А.  Ю.; Баклаушев, В.  П.; Губский, И.  Л.; Мельников, П.  А.; Габашвили, А.  Н.; Ванг, Г.; Ли, Л.; Х, У.; Ванг, К.; Чехонин, В.  П.","НАНОЧАСТИЦЫ СПОСОБНЫ НАПРАВЛЯТЬ
ТРАНСПЛАНТИРОВАННЫЕ МЕЗЕНХИМАЛЬНЫЕ
СТВОЛОВЫЕ КЛЕТКИ В
ПОСТТРАВМАТИЧЕСКИЙ СВИЩ У КРЫС С
ПОВРЕЖДЕНИЯМИ СПИННОГО МОЗГА",Вестник Российского государственного медицинского университета,,6,,53--61,2018,,,https://elibrary.ru/item.asp?id=36988095,,,,,,,,,,,,,,,,,
7,,a36487150,"Чиж, Р.  С.; Хакимова, А.  Р.","ЛЮМБОСАКРАЛЬНАЯ ПЛЕКСОПАТИЯ:
ОПИСАНИЕ КЛИНИЧЕСКОГО НАБЛЮДЕНИЯ",Вестник современной клинической медицины,11,5,,143--148,2018,,,https://elibrary.ru/item.asp?id=36487150,,,,,,,,,,,,,,,,,
7,,a37155234,"Чуркин, Д.  В.; Ластков, Д.  О.; Долгошапко, О.  Н.; Антропова, О.  С.","ВЛИЯНИЕ ПРЕДШЕСТВУЮЩЕГО ТРУДА В
УСЛОВИЯХ ПРОИЗВОДСТВЕННОГО ШУМА НА
РАЗВИТИЕ СЕНСОНЕВРАЛЬНОЙ
ТУГОУХОСТИ В ИСХОДЕ ВОЕННОЙ
ТРАВМЫ",Военно-медицинский журнал,340,3,,68--71,2019,,,https://elibrary.ru/item.asp?id=37155234,,,,,,,,,,,,,,,,,
7,,a36319030,"Шалда, С.  В.","КОНЦЕПЦИЯ ПРОГРАММЫ ПРЕВЕНТИВНОЙ
ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ
ПОВРЕЖДЕНИЙ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА НАЧИНАЮЩИХ
СПОРТСМЕНОВ МУЖСКОГО ПАУЭРЛИФТИНГА
СРЕДСТВАМИ ФИТНЕСА",Современные здоровьесберегающие технологии,,3,,72--87,2018,,,https://elibrary.ru/item.asp?id=36319030,,,,,,,,,,,,,,,,,
7,,a36263985,"Шапкин, Ю.  Г.; Селиверстов, П.  А.","ФАКТОРЫ РИСКА И ПРОФИЛАКТИКА
ВЕНОЗНЫХ ТРОМБОЭМБОЛИЧЕСКИХ
ОСЛОЖНЕНИЙ ПРИ ПОЛИТРАВМЕ СО
СКЕЛЕТНЫМИ ПОВРЕЖДЕНИЯМИ",Политравма,,3,,86--92,2018,,,https://elibrary.ru/item.asp?id=36263985,,,,,,,,,,,,,,,,,
7,,a36956468,"Шарафутдинова, Н.  Х.; Латыпов, А.  Б.; Даутов, Р.  Р.; Шарафутдинов, М.  А.","ОРГАНИЗАЦИЯ РАБОТЫ
ТРАВМАТОЛОГИЧЕСКОГО ПУНКТА
ГОРОДСКОЙ КЛИНИЧЕСКООЙ БОЛЬНИЦЫ:
СТРУКТУРА ОБРАЩЕНИЙ ПАЦИЕНТОВ ПО
ПОВОДУ ТРАВМ","Проблемы социальной гигиены, здравоохранения и истории медицины",27,1,,54--58,2019,,,https://elibrary.ru/item.asp?id=36956468,,,,,,,,,,,,,,,,,
7,,a35611644,"Шатохин, В.  Д.; Пушкин, С.  Ю.; Дьячкова, Г.  В.; Губа, А.  Д.; Шатохин, Д.  В.; Камеев, И.  Р.","РЕЗУЛЬТАТЫ ОПЕРАТИВНОГО ЛЕЧЕНИЯ
ФЛОТИРУЮЩИХ ПЕРЕЛОМОВ
ГРУДИНО-РЕБЕРНОГО КОМПЛЕКСА",Гений ортопедии,24,3,,290--295,2018,,,https://elibrary.ru/item.asp?id=35611644,,,,,,,,,,,,,,,,,
7,,a35565344,"Шварц, П.  Г.; Попов, С.  В.","НЕЙРОГЕННАЯ ХРОНИЧЕСКАЯ ЗАДЕРЖКА
МОЧИ У БОЛЬНЫХ РАССЕЯННЫМ
СКЛЕРОЗОМ",Трудный пациент,16,6,,61--64,2018,,,https://elibrary.ru/item.asp?id=35565344,,,,,,,,,,,,,,,,,
7,,a35606299,"Шевлюк, Н.  Н.; Мамырбаев, А.  А.; Умбетов, Т.  Ж.","МОРФОФУНКЦИОНАЛЬНАЯ
ХАРАКТЕРИСТИКА РЕПРОДУКТИВНОЙ
СИСТЕМЫ ПОЗВОНОЧНЫХ В УСЛОВИЯХ
ВОЗДЕЙСТВИЯ НА ИХ СРЕДУ ОБИТАНИЯ
СОЕДИНЕНИЙ ТЯЖЁЛЫХ МЕТАЛЛОВ",Морфология,154,4,,90--99,2018,,,https://elibrary.ru/item.asp?id=35606299,,,,,,,,,,,,,,,,,
7,,a36356250,"Шевченко, Е.  Г.; Агурина, Н.  В.; Зяблова, Е.  И.; Басанкин, И.  В.; Ясакова, Е.  П.; Топилина, С.  В.","ВОЗМОЖНОСТИ МУЛЬТИСПИРАЛЬНОЙ
КОМПЬЮТЕРНОЙ ТОМОГРАФИИ В ОЦЕНКЕ
СОСТОЯНИЯ ПОЗВОНОЧНИКА ПОСЛЕ
ОПЕРАТИВНЫХ ВМЕШАТЕЛЬСТВ С
ИСПОЛЬЗОВАНИЕМ МЕТОДА
ТРАНСПЕДИКУЛЯРНОГО ОСТЕОСИНТЕЗА",Инновационная медицина Кубани,,2,,17--23,2018,,,https://elibrary.ru/item.asp?id=36356250,,,,,,,,,,,,,,,,,
7,,a35593883,"Шелепа, Е.  Д.; Мостюк, Е.  М.","СТРУКТУРА НЕРВНО-ВОЛОКНИСТОГО
АППАРАТА УЗЛОВ СИМПАТИЧЕСКОГО
СТВОЛА КРЫС ПРИ ТРАВМЕ СПИННОГО
МОЗГА В ЭКСПЕРИМЕНТЕ",Морфология,153,3,,319--319a,2018,,,https://elibrary.ru/item.asp?id=35593883,,,,,,,,,,,,,,,,,
7,,a36511865,"Шкиреева, С.  Ю.; Зоткин, Е.  Г.; Лесняк, О.  М.","ФАКТОРЫ РИСКА НЕОБРАТИМЫХ
ОРГАННЫХ ПОВРЕЖДЕНИЙ У ЖЕНЩИН В
ПЕРИИ ПОСТМЕНОПАУЗЕ С СИСТЕМНОЙ
КРАСНОЙ ВОЛЧАНКОЙ",Современная ревматология,12,4,,89--94,2018,,,https://elibrary.ru/item.asp?id=36511865,,,,,,,,,,,,,,,,,
7,,a35018377,"Шкиреева, С.  Ю.; Лесняк, О.  М.; Зоткин, Е.  Г.","БЕССИМПТОМНЫЕ ПЕРЕЛОМЫ ТЕЛ
ПОЗВОНКОВ ПОВЫШАЮТ ИНДЕКС
ПОВРЕЖДЕНИЯ ПРИ СИСТЕМНОЙ КРАСНОЙ
ВОЛЧАНКЕ",Доктор.Ру,,4,,26--31,2018,,,https://elibrary.ru/item.asp?id=35018377,,,,,,,,,,,,,,,,,
7,,a37096168,"Шнайдер, Л.  С.; Павлов, В.  В.; Крутько, А.  В.; Базлов, В.  А.; Мамуладзе, Т.  З.; Пелеганчук, А.  В.","ИЗМЕНЕНИЯ ПОЗВОНОЧНО-ТАЗОВОГО
БАЛАНСА ПОСЛЕ ЭНДОПРОТЕЗИРОВАНИЯ
ТАЗОБЕДРЕННОГО СУСТАВА У ПАЦИЕНТОВ
С ВРОЖДЕННЫМ ВЫВИХОМ БЕДРА",Хирургия позвоночника,15,4,,80--86,2018,,,https://elibrary.ru/item.asp?id=37096168,,,,,,,,,,,,,,,,,
7,,a37308826,"Шнайдер, Л.  С.; Сарнадский, В.  Н.; Павлов, В.  В.","ЛУЧЕВОЙ И ОПТИЧЕСКИЙ МЕТОДЫ
ОЦЕНКИ ПОЗВОНОЧНО-ТАЗОВЫХ
ВЗАИМООТНОШЕНИЙ У ПАЦИЕНТОВ С
ВРОЖДЕННЫМ ВЫВИХОМ БЕДРА",Хирургия позвоночника,16,1,,63--69,2019,,,https://elibrary.ru/item.asp?id=37308826,,,,,,,,,,,,,,,,,
7,,a37174630,"Шнейдер, Ю.  А.; Цой, В.  Г.; Павлов, А.  А.; Антипов, Г.  Н.; Патлай, И.  И.; Акобян, Т.  Л.; Шиленко, П.  А.","ГИБРИДНАЯ РЕВАСКУЛЯРИЗАЦИЯ
МИОКАРДА",Грудная и сердечно-сосудистая хирургия,61,1,,38--44,2019,,,https://elibrary.ru/item.asp?id=37174630,,,,,,,,,,,,,,,,,
7,,a37105287,"Шолин, И.  Ю.; Корячкин, В.  А.; Эзугбая, Б.  С.; Аветисян, В.  А.; Филиппова, Е.  Г.; Сафин, Р.  Р.","МУЛЬТИМОДАЛЬНАЯ АНАЛЬГЕЗИЯ У
ПАЦИЕНТА С ТЯЖЕЛОЙ СОЧЕТАННОЙ
ТРАВМОЙ С ПРЕИМУЩЕСТВЕННЫМ
ПОВРЕЖДЕНИЕМ ГРУДНОЙ КЛЕТКИ",Медицина: теория и практика,3,4,,236--240,2018,,,https://elibrary.ru/item.asp?id=37105287,,,,,,,,,,,,,,,,,
7,,a35689116,"Штоколок, В.  С.","ВОССТАНОВЛЕНИЕ БОЛЬНЫХ ПОСЛЕ
ТРАВМ ПОЗВОНОЧНИКА И СПИННОГО
МОЗГА И ИХ ИНТЕГРАЦИЯ В ОБЩЕСТВО",Проблемы современного педагогического образования,,60,,389--392,2018,,,https://elibrary.ru/item.asp?id=35689116,,,,,,,,,,,,,,,,,
7,,a37101562,"Шульга, А.  Е.; Зарецков, В.  В.; Лихачев, С.  В.; Смолькин, А.  А.","ДОРЗАЛЬНАЯ КОРРЕКЦИЯ ГРУБЫХ
ПОСТТРАВМАТИЧЕСКИХ ДЕФОРМАЦИЙ
ГРУДНОГО ОТДЕЛА ПОЗВОНОЧНИКА ПРИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЕ",Саратовский научно-медицинский журнал,14,3,,611--617,2018,,,https://elibrary.ru/item.asp?id=37101562,,,,,,,,,,,,,,,,,
7,,a36323472,"Шульман, А.  А.; Скворцов, А.  П.; Еремеев, А.  М.; Шайхутдинов, И.  И.; Шульман, И.  А.; Яшина, И.  В.; Хасанов, Р.  Ф.","ИНТРАОПЕРАЦИОННЫЙ МОНИТОРИНГ ПРИ
ОПЕРАЦИОННОМ ЛЕЧЕНИИ СКОЛИОЗА У
ДЕТЕЙ",Практическая медицина,,7,,74--76,2018,,,https://elibrary.ru/item.asp?id=36323472,,,,,,,,,,,,,,,,,
7,,a36323783,"Шульман, А.  А.; Скворцов, А.  П.; Еремеев, А.  М.; Шайхутдинов, И.  И.; Шульман, И.  А.; Яшина, И.  В.; Хасанов, Р.  Ф.","ИНТРАОПЕРАЦИОННЫЙ МОНИТОРИНГ ПРИ
ОПЕРАЦИОННОМ ЛЕЧЕНИИ СКОЛИОЗА У
ДЕТЕЙ",Практическая медицина,,7,,74--76,2018,,,https://elibrary.ru/item.asp?id=36323783,,,,,,,,,,,,,,,,,
7,,a37115655,"Шурыгина, И.  А.; Шурыгин, М.  Г.","ВЛИЯНИЕ Р38 МАРК НА ОКИСЛИТЕЛЬНОЕ
ФОСФОРИЛИРОВАНИЕ ПРИ РЕГЕНЕРАЦИИ
МЫШЕЧНОЙ ТКАНИ",Патогенез,16,4,,66--70,2018,,,https://elibrary.ru/item.asp?id=37115655,,,,,,,,,,,,,,,,,
7,,a35545795,"Ыдырысов, И.  Т.; Калыев, К.  М.","ПРИЧИНЫ РИСКА И ИХ ВЛИЯНИЕ НА
ИСХОД СОЧЕТАННОЙ ЧЕРЕПНО-МОЗГОВОЙ
ТРАВМЫ",Территория науки,,1,,23--29,2018,,,https://elibrary.ru/item.asp?id=35545795,,,,,,,,,,,,,,,,,
7,,a36914715,"Ыдырысов, И.  Т.; Муратов, А.  Ы.","ТЯЖЕЛАЯ СОЧЕТАННАЯ
ЧЕРЕПНО-МОЗГОВАЯ ТРАВМА:
ОСОБЕННОСТИ ДИАГНОСТИКИ И ЛЕЧЕНИЯ",Вестник Казахского Национального медицинского университета,,2,,467--470,2015,,,https://elibrary.ru/item.asp?id=36914715,,,,,,,,,,,,,,,,,
7,,a35216122,"Ыдырысов, И.  Т.; Сулайманов, С.  С.; Аманов, Г.  М.","ОСОБЕННОСТИ ДИАГНОСТИКИ И ЛЕЧЕНИЯ
СОЧЕТАННЫХ ТРАВМАТИЧЕСКИХ
ПОВРЕЖДЕНИЙ ОРГАНОВ ГРУДНОЙ И
БРЮШНОЙ ПОЛОСТЕЙ С ПЕРЕЛОМАМИ
КОНЕЧНОСТЕЙ",Проблемы современной науки и образования,,7,,78--81,2018,,,https://elibrary.ru/item.asp?id=35216122,,,,,,,,,,,,,,,,,
7,,a35216121,"Ыдырысов, И.  Т.; Туйбаев, З.  А.; Кочконбаев, Ж.  А.","ХИРУРГИЧЕСКАЯ ТАКТИКА ПРИ
ГРУДИНО-БРЮШНЫХ И СОЧЕТАННЫХ
ПОВРЕЖДЕНИЯХ",Проблемы современной науки и образования,,7,,74--77,2018,,,https://elibrary.ru/item.asp?id=35216121,,,,,,,,,,,,,,,,,
7,,a35533955,"Эрдес, Ш.  Ф.; Румянцева, Д.  Г.; Смирнов, А.  В.","ОЦЕНКА ПРОГРЕССИРОВАНИЯ
АКСИАЛЬНОГО СПОНДИЛОАРТРИТА НА
РАННИХ СТАДИЯХ БОЛЕЗНИ В РЕАЛЬНОЙ
КЛИНИЧЕСКОЙ ПРАКТИКЕ: ВОЗМОЖНОСТИ
ИСПОЛЬЗОВАНИЯ СУММАРНОГО СЧЕТА
РЕНТГЕНОЛОГИЧЕСКОГО САКРОИЛИИТА",Научно-практическая ревматология,56,4,,461--465,2018,,,https://elibrary.ru/item.asp?id=35533955,,,,,,,,,,,,,,,,,
7,,a36897110,"Юлдашев, Ш.  С.; Махмудов, С.  Ф.","РЕЗУЛЬТАТЫ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПОВРЕЖДЕНИЙ СПИННОГО МОЗГА У
ДЕТЕЙ",Детская хирургия,23,1,,71,2019,,,https://elibrary.ru/item.asp?id=36897110,,,,,,,,,,,,,,,,,
7,,a36897111,"Юлдашев, Ш.  С.; Пирназаров, Д.  А.","К ВОПРОСУ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПОВРЕЖДЕНИЙ ГРУДНОГО И ПОЯСНИЧНОГО
ОТДЕЛОВ ПОЗВОНОЧНИКА У
ПОСТРАДАВШИХ ДЕТСКОГО ВОЗРАСТА",Детская хирургия,23,1,,72,2019,,,https://elibrary.ru/item.asp?id=36897111,,,,,,,,,,,,,,,,,
7,,a36897112,"Юлдашев, Ш.  С.; Шукуров, Ф.  М.","К ВОПРОСАМ ЛЕЧЕНИЯ ОТЕКА СПИННОГО
МОЗГА В ОСТРОМ ПЕРИОДЕ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ У
ДЕТЕЙ",Детская хирургия,23,1,,72,2019,,,https://elibrary.ru/item.asp?id=36897112,,,,,,,,,,,,,,,,,
7,,a35356768,"Юров, С.; Серова, Е.; Винник, Ю.; Зима, А.","ДИАГНОСТИКА И ЛЕЧЕНИЕ
ПОСТТРАВМАТИЧЕСКИХ ДИАФРАГМАЛЬНЫХ
ГРЫЖ",Врач,29,7,,48--50,2018,,,https://elibrary.ru/item.asp?id=35356768,,,,,,,,,,,,,,,,,
7,,a36356598,"Юртаева, С.  В.; Волков, М.  Ю.; Яфарова, Г.  Г.","31P ЯМР СПЕКТРОСКОПИЯ КРОВИ КРЫС
ПРИ ТРАВМЕ СПИННОГО МОЗГА",Казанский физико-технический институт имени Е.К Завойского. Ежегодник. 2018. Т,,,,80--84,2017,,,https://elibrary.ru/item.asp?id=36356598,,,,,,,,,,,,,,,,,
7,,a35449909,"Ягубов, Э.  Г.; Рагимов, З.  Р.; Ахмедзаде, А.  Я.","ЛЕЧЕНИЕ СОЧЕТАННОЙ ТРАВМЫ
ПОЗВОНОЧНИКА И КОНЕЧНОСТЕЙ",Вестник проблем биологии и медицины,2,1,,246--248,2018,,,https://elibrary.ru/item.asp?id=35449909,,,,,,,,,,,,,,,,,
7,,a37026879,"Ягужинская, И.  И.; Дидиченко, М.  П.","ОСНОВНЫЕ ПРИЧИНЫ РАЗВИТИЯ
НЕДОСТАТОЧНОСТИ ВЕРТЕБРАЛЬНО -
БАЗИЛЛЯРНОГО ОТДЕЛА",Образование и наука в России и за рубежом,,3,,139--142,2019,,,https://elibrary.ru/item.asp?id=37026879,,,,,,,,,,,,,,,,,
7,,a36646811,"Якушин, О.  А.; Новокшонов, А.  В.; Крашенинникова, Л.  П.","КЛИНИЧЕСКИЙ СЛУЧАЙ ПОЛНОГО
ФУНКЦИОНАЛЬНОГО ВОССТАНОВЛЕНИЯ
ПОСЛЕ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПАЦИЕНТКИ С ОСЛОЖНЕННОЙ ТРАВМОЙ
ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА",Политравма,,4,,71--75,2018,,,https://elibrary.ru/item.asp?id=36646811,,,,,,,,,,,,,,,,,
